flow,duration,cap,seed,result
0.5,0.25,9,1,-1294
0.5,0.25,9,2,-1309
0.5,0.25,9,3,-101427
0.5,0.25,9,4,-825
0.5,0.33,1,0,-951
0.5,0.33,1,1,-1107
0.5,0.33,1,2,-1079
0.5,0.33,1,3,-1155
0.5,0.33,1,4,-952
0.5,0.33,2,0,-889
0.5,0.33,2,1,-101722
0.5,0.33,2,2,-101440
0.5,0.33,2,3,-1084
0.5,0.33,2,4,-914
0.5,0.33,3,0,-997
0.5,0.33,3,1,-906
0.5,0.33,3,2,-1388
0.5,0.33,3,3,-1382
0.5,0.33,3,4,-984
0.5,0.33,4,0,-959
0.5,0.33,4,1,-852
0.5,0.33,4,2,-1417
0.5,0.33,4,3,-1314
0.5,0.33,4,4,-1076
0.5,0.33,5,0,-1006
0.5,0.33,5,1,-1169
0.5,0.33,5,2,-1049
0.5,0.33,5,3,-101389
0.5,0.33,5,4,-1029
0.5,0.33,6,0,-1034
0.5,0.33,6,1,-101604
0.5,0.33,6,2,-1137
0.5,0.33,6,3,-101828
0.5,0.33,6,4,-1077
0.5,0.33,7,0,-1214
0.5,0.33,7,1,-1132
0.5,0.33,7,2,-1134
0.5,0.33,7,3,-1196
0.5,0.33,7,4,-1102
0.5,0.33,8,0,-1096
0.5,0.33,8,1,-964
0.5,0.33,8,2,-1222
0.5,0.33,8,3,-1339
0.5,0.33,8,4,-1053
0.5,0.33,9,0,-101915
0.5,0.33,9,1,-1042
0.5,0.33,9,2,-1543
0.5,0.33,9,3,-1561
0.5,0.33,9,4,-1282
0.5,0.5,1,0,-1959
0.5,0.5,1,1,-102137
0.5,0.5,1,2,-101528
0.5,0.5,1,3,-101599
0.5,0.5,1,4,-102590
0.5,0.5,2,0,-101561
0.5,0.5,2,1,-101739
0.5,0.5,2,2,-1955
0.5,0.5,2,3,-102381
0.5,0.5,2,4,-1772
0.5,0.5,3,0,-1383
0.5,0.5,3,1,-102090
0.5,0.5,3,2,-101453
0.5,0.5,3,3,-101609
0.5,0.5,3,4,-1942
0.5,0.5,4,0,-1649
0.5,0.5,4,1,-101892
0.5,0.5,4,2,-101645
0.5,0.5,4,3,-101605
0.5,0.5,4,4,-1627
0.5,0.5,5,0,-1588
0.5,0.5,5,1,-1603
0.5,0.5,5,2,-101733
0.5,0.5,5,3,-101524
0.5,0.5,5,4,-1696
0.5,0.5,6,0,-1491
0.5,0.5,6,1,-101834
0.5,0.5,6,2,-101755
0.5,0.5,6,3,-102046
0.5,0.5,6,4,-101754
0.5,0.5,7,0,-1556
0.5,0.5,7,1,-102089
0.5,0.5,7,2,-101956
0.5,0.5,7,3,-101720
0.5,0.5,7,4,-1849
0.5,0.5,8,0,-101371
0.5,0.5,8,1,-101982
0.5,0.5,8,2,-101349
0.5,0.5,8,3,-101793
0.5,0.5,8,4,-101180
0.5,0.5,9,0,-1865
0.5,0.5,9,1,-101875
0.5,0.5,9,2,-101557
0.5,0.5,9,3,-101952
0.5,0.5,9,4,-101883
1.0,0.2,1,0,-280
1.0,0.2,1,1,-287
1.0,0.2,1,2,-340
1.0,0.2,1,3,-380
1.0,0.2,1,4,-302
1.0,0.2,2,0,-256
1.0,0.2,2,1,-282
1.0,0.2,2,2,-322
1.0,0.2,2,3,-322
1.0,0.2,2,4,-306
1.0,0.2,3,0,-246
1.0,0.2,3,1,-264
1.0,0.2,3,2,-267
1.0,0.2,3,3,-396
1.0,0.2,3,4,-292
1.0,0.2,4,0,-277
1.0,0.2,4,1,-267
1.0,0.2,4,2,-296
1.0,0.2,4,3,-325
1.0,0.2,4,4,-320
1.0,0.2,5,0,-267
1.0,0.2,5,1,-289
1.0,0.2,5,2,-326
1.0,0.2,5,3,-397
1.0,0.2,5,4,-346
1.0,0.2,6,0,-307
1.0,0.2,6,1,-304
1.0,0.2,6,2,-302
1.0,0.2,6,3,-344
1.0,0.2,6,4,-326
1.0,0.2,7,0,-269
1.0,0.2,7,1,-358
1.0,0.2,7,2,-367
1.0,0.2,7,3,-469
1.0,0.2,7,4,-416
1.0,0.2,8,0,-328
1.0,0.2,8,1,-334
1.0,0.2,8,2,-387
1.0,0.2,8,3,-439
1.0,0.2,8,4,-428
1.0,0.2,9,0,-324
1.0,0.2,9,1,-340
1.0,0.2,9,2,-360
1.0,0.2,9,3,-564
1.0,0.2,9,4,-488
1.0,0.25,1,0,-277
1.0,0.25,1,1,-366
1.0,0.25,1,2,-408
1.0,0.25,1,3,-417
1.0,0.25,1,4,-379
1.0,0.25,2,0,-284
1.0,0.25,2,1,-358
1.0,0.25,2,2,-338
1.0,0.25,2,3,-369
1.0,0.25,2,4,-375
1.0,0.25,3,0,-280
1.0,0.25,3,1,-372
1.0,0.25,3,2,-352
1.0,0.25,3,3,-454
1.0,0.25,3,4,-386
1.0,0.25,4,0,-277
1.0,0.25,4,1,-331
1.0,0.25,4,2,-378
1.0,0.25,4,3,-394
1.0,0.25,4,4,-346
1.0,0.25,5,0,-296
1.0,0.25,5,1,-343
1.0,0.25,5,2,-382
1.0,0.25,5,3,-426
1.0,0.25,5,4,-396
1.0,0.25,6,0,-329
1.0,0.25,6,1,-360
1.0,0.25,6,2,-405
1.0,0.25,6,3,-424
1.0,0.25,6,4,-398
1.0,0.25,7,0,-301
1.0,0.25,7,1,-365
1.0,0.25,7,2,-412
1.0,0.25,7,3,-499
1.0,0.25,7,4,-470
1.0,0.25,8,0,-350
1.0,0.25,8,1,-391
1.0,0.25,8,2,-489
1.0,0.25,8,3,-485
1.0,0.25,8,4,-480
1.0,0.25,9,0,-402
1.0,0.25,9,1,-415
1.0,0.25,9,2,-523
1.0,0.25,9,3,-462
1.0,0.25,9,4,-485
1.0,0.33,1,0,-373
1.0,0.33,1,1,-430
1.0,0.33,1,2,-590
1.0,0.33,1,3,-590
1.0,0.33,1,4,-524
1.0,0.33,2,0,-420
1.0,0.33,2,1,-433
1.0,0.33,2,2,-481
1.0,0.33,2,3,-604
1.0,0.33,2,4,-535
1.0,0.33,3,0,-382
1.0,0.33,3,1,-388
1.0,0.33,3,2,-447
1.0,0.33,3,3,-531
1.0,0.33,3,4,-440
1.0,0.33,4,0,-375
1.0,0.33,4,1,-418
1.0,0.33,4,2,-431
1.0,0.33,4,3,-563
1.0,0.33,4,4,-479
1.0,0.33,5,0,-398
1.0,0.33,5,1,-481
1.0,0.33,5,2,-471
1.0,0.33,5,3,-495
1.0,0.33,5,4,-494
1.0,0.33,6,0,-405
1.0,0.33,6,1,-436
1.0,0.33,6,2,-510
1.0,0.33,6,3,-515
1.0,0.33,6,4,-548
1.0,0.33,7,0,-439
1.0,0.33,7,1,-490
1.0,0.33,7,2,-534
1.0,0.33,7,3,-589
1.0,0.33,7,4,-605
1.0,0.33,8,0,-448
1.0,0.33,8,1,-516
1.0,0.33,8,2,-610
1.0,0.33,8,3,-543
1.0,0.33,8,4,-710
1.0,0.33,9,0,-528
1.0,0.33,9,1,-424
1.0,0.33,9,2,-562
1.0,0.33,9,3,-707
1.0,0.33,9,4,-586
1.0,0.5,1,0,-895
1.0,0.5,1,1,-937
1.0,0.5,1,2,-1047
1.0,0.5,1,3,-1001
1.0,0.5,1,4,-749
1.0,0.5,2,0,-775
1.0,0.5,2,1,-924
1.0,0.5,2,2,-1087
1.0,0.5,2,3,-1072
1.0,0.5,2,4,-872
1.0,0.5,3,0,-752
1.0,0.5,3,1,-831
1.0,0.5,3,2,-1036
1.0,0.5,3,3,-1141
1.0,0.5,3,4,-822
1.0,0.5,4,0,-784
1.0,0.5,4,1,-782
1.0,0.5,4,2,-1086
1.0,0.5,4,3,-1655
1.0,0.5,4,4,-890
1.0,0.5,5,0,-769
1.0,0.5,5,1,-980
1.0,0.5,5,2,-1037
1.0,0.5,5,3,-948
1.0,0.5,5,4,-710
1.0,0.5,6,0,-721
1.0,0.5,6,1,-1001
1.0,0.5,6,2,-101333
1.0,0.5,6,3,-1046
1.0,0.5,6,4,-808
1.0,0.5,7,0,-760
1.0,0.5,7,1,-869
1.0,0.5,7,2,-996
1.0,0.5,7,3,-1084
1.0,0.5,7,4,-871
1.0,0.5,8,0,-809
1.0,0.5,8,1,-911
1.0,0.5,8,2,-1270
1.0,0.5,8,3,-1122
1.0,0.5,8,4,-882
1.0,0.5,9,0,-918
1.0,0.5,9,1,-820
1.0,0.5,9,2,-1160
1.0,0.5,9,3,-1114
1.0,0.5,9,4,-873
2.0,0.2,1,0,-197
2.0,0.2,1,1,-135
2.0,0.2,1,2,-165
2.0,0.2,1,3,-150
2.0,0.2,1,4,-103
2.0,0.2,2,0,-134
2.0,0.2,2,1,-124
2.0,0.2,2,2,-125
2.0,0.2,2,3,-157
2.0,0.2,2,4,-86
2.0,0.2,3,0,-112
2.0,0.2,3,1,-143
2.0,0.2,3,2,-112
2.0,0.2,3,3,-180
2.0,0.2,3,4,-77
2.0,0.2,4,0,-148
2.0,0.2,4,1,-87
2.0,0.2,4,2,-99
2.0,0.2,4,3,-162
2.0,0.2,4,4,-75
2.0,0.2,5,0,-101
2.0,0.2,5,1,-117
2.0,0.2,5,2,-112
2.0,0.2,5,3,-151
2.0,0.2,5,4,-93
2.0,0.2,6,0,-188
2.0,0.2,6,1,-66
2.0,0.2,6,2,-125
2.0,0.2,6,3,-138
2.0,0.2,6,4,-101
2.0,0.2,7,0,-158
2.0,0.2,7,1,-102
2.0,0.2,7,2,-151
2.0,0.2,7,3,-193
2.0,0.2,7,4,-108
2.0,0.2,8,0,-135
2.0,0.2,8,1,-113
2.0,0.2,8,2,-164
2.0,0.2,8,3,-219
2.0,0.2,8,4,-130
2.0,0.2,9,0,-179
2.0,0.2,9,1,-148
2.0,0.2,9,2,-164
2.0,0.2,9,3,-225
2.0,0.2,9,4,-167
2.0,0.25,1,0,-224
2.0,0.25,1,1,-208
2.0,0.25,1,2,-230
2.0,0.25,1,3,-240
2.0,0.25,1,4,-128
2.0,0.25,2,0,-186
2.0,0.25,2,1,-183
2.0,0.25,2,2,-156
2.0,0.25,2,3,-195
2.0,0.25,2,4,-136
2.0,0.25,3,0,-186
2.0,0.25,3,1,-168
2.0,0.25,3,2,-152
2.0,0.25,3,3,-167
2.0,0.25,3,4,-103
2.0,0.25,4,0,-137
2.0,0.25,4,1,-157
2.0,0.25,4,2,-189
2.0,0.25,4,3,-204
2.0,0.25,4,4,-133
2.0,0.25,5,0,-156
2.0,0.25,5,1,-142
2.0,0.25,5,2,-159
2.0,0.25,5,3,-204
2.0,0.25,5,4,-139
2.0,0.25,6,0,-128
