flow,duration,cap,seed,result
2.0,0.33,5,2,-213
2.0,0.33,5,3,-281
2.0,0.33,5,4,-216
2.0,0.33,6,0,-766
2.0,0.33,6,1,-807
2.0,0.33,6,2,-703
2.0,0.33,6,3,-889
2.0,0.33,6,4,-687
2.0,0.33,7,0,-101783
2.0,0.33,7,1,-102381
2.0,0.33,7,2,-101513
2.0,0.33,7,3,-102697
2.0,0.33,7,4,-101813
2.0,0.33,8,0,-101078
2.0,0.33,8,1,-101694
2.0,0.33,8,2,-100942
2.0,0.33,8,3,-101402
2.0,0.33,8,4,-101310
2.0,0.33,9,0,-101475
2.0,0.33,9,1,-101397
2.0,0.33,9,2,-101750
2.0,0.33,9,3,-102509
2.0,0.33,9,4,-100845
2.0,0.5,1,0,-100952
2.0,0.5,1,1,-102650
2.0,0.5,1,2,-101260
2.0,0.5,1,3,-101192
2.0,0.5,1,4,-101690
2.0,0.5,2,0,-101350
2.0,0.5,2,1,-101167
2.0,0.5,2,2,-101971
2.0,0.5,2,3,-101311
2.0,0.5,2,4,-101294
2.0,0.5,3,0,-102478
2.0,0.5,3,1,-100932
2.0,0.5,3,2,-101260
2.0,0.5,3,3,-101670
2.0,0.5,3,4,-101267
2.0,0.5,4,0,-1757
2.0,0.5,4,1,-1746
2.0,0.5,4,2,-101679
2.0,0.5,4,3,-101953
2.0,0.5,4,4,-101358
2.0,0.5,5,0,-406
2.0,0.5,5,1,-450
2.0,0.5,5,2,-572
2.0,0.5,5,3,-609
2.0,0.5,5,4,-588
2.0,0.5,6,0,-810
2.0,0.5,6,1,-881
2.0,0.5,6,2,-816
2.0,0.5,6,3,-906
2.0,0.5,6,4,-786
2.0,0.5,7,0,-101829
2.0,0.5,7,1,-101567
2.0,0.5,7,2,-101487
2.0,0.5,7,3,-102317
2.0,0.5,7,4,-101067
2.0,0.5,8,0,-101184
2.0,0.5,8,1,-101530
2.0,0.5,8,2,-101709
2.0,0.5,8,3,-100781
2.0,0.5,8,4,-101124
2.0,0.5,9,0,-100797
2.0,0.5,9,1,-101440
2.0,0.5,9,2,-100793
2.0,0.5,9,3,-102362
2.0,0.5,9,4,-101551
3.0,0.2,1,0,-101534
3.0,0.2,1,1,-101535
3.0,0.2,1,2,-101646
3.0,0.2,1,3,-100804
3.0,0.2,1,4,-100703
3.0,0.2,2,0,-101531
3.0,0.2,2,1,-101213
3.0,0.2,2,2,-102271
3.0,0.2,2,3,-100950
3.0,0.2,2,4,-101637
3.0,0.2,3,0,-321
3.0,0.2,3,1,-470
3.0,0.2,3,2,-635
3.0,0.2,3,3,-421
3.0,0.2,3,4,-440
3.0,0.2,4,0,-76
3.0,0.2,4,1,-97
3.0,0.2,4,2,-112
3.0,0.2,4,3,-121
3.0,0.2,4,4,-77
3.0,0.2,5,0,-37
3.0,0.2,5,1,-47
3.0,0.2,5,2,-63
3.0,0.2,5,3,-65
3.0,0.2,5,4,-34
3.0,0.2,6,0,-85
3.0,0.2,6,1,-101
3.0,0.2,6,2,-110
3.0,0.2,6,3,-162
3.0,0.2,6,4,-107
3.0,0.2,7,0,-665
3.0,0.2,7,1,-549
3.0,0.2,7,2,-746
3.0,0.2,7,3,-1039
3.0,0.2,7,4,-530
3.0,0.2,8,0,-101828
3.0,0.2,8,1,-101939
3.0,0.2,8,2,-101417
3.0,0.2,8,3,-101714
3.0,0.2,8,4,-101561
3.0,0.2,9,0,-100891
3.0,0.2,9,1,-101494
3.0,0.2,9,2,-101661
3.0,0.2,9,3,-101995
3.0,0.2,9,4,-102723
3.0,0.25,1,0,-101534
3.0,0.25,1,1,-100932
3.0,0.25,1,2,-100944
3.0,0.25,1,3,-101488
3.0,0.25,1,4,-100884
3.0,0.25,2,0,-101187
3.0,0.25,2,1,-101814
3.0,0.25,2,2,-101160
3.0,0.25,2,3,-100959
3.0,0.25,2,4,-101785
3.0,0.25,3,0,-973
3.0,0.25,3,1,-793
3.0,0.25,3,2,-101204
3.0,0.25,3,3,-101097
3.0,0.25,3,4,-101165
3.0,0.25,4,0,-168
3.0,0.25,4,1,-152
3.0,0.25,4,2,-236
3.0,0.25,4,3,-220
3.0,0.25,4,4,-129
3.0,0.25,5,0,-53
3.0,0.25,5,1,-69
3.0,0.25,5,2,-90
3.0,0.25,5,3,-94
3.0,0.25,5,4,-52
3.0,0.25,6,0,-93
3.0,0.25,6,1,-106
3.0,0.25,6,2,-123
3.0,0.25,6,3,-178
3.0,0.25,6,4,-114
3.0,0.25,7,0,-653
3.0,0.25,7,1,-548
3.0,0.25,7,2,-761
3.0,0.25,7,3,-926
3.0,0.25,7,4,-565
3.0,0.25,8,0,-101711
3.0,0.25,8,1,-101308
3.0,0.25,8,2,-101576
3.0,0.25,8,3,-102044
3.0,0.25,8,4,-101202
3.0,0.25,9,0,-100713
3.0,0.25,9,1,-102322
3.0,0.25,9,2,-100906
3.0,0.25,9,3,-101224
3.0,0.25,9,4,-101740
3.0,0.33,1,0,-101344
3.0,0.33,1,1,-101241
3.0,0.33,1,2,-101290
3.0,0.33,1,3,-101642
3.0,0.33,1,4,-101785
3.0,0.33,2,0,-101610
3.0,0.33,2,1,-102031
3.0,0.33,2,2,-100820
3.0,0.33,2,3,-101176
3.0,0.33,2,4,-101344
3.0,0.33,3,0,-101359
3.0,0.33,3,1,-101764
3.0,0.33,3,2,-101352
3.0,0.33,3,3,-101838
3.0,0.33,3,4,-101394
3.0,0.33,4,0,-428
3.0,0.33,4,1,-387
3.0,0.33,4,2,-764
3.0,0.33,4,3,-490
3.0,0.33,4,4,-401
3.0,0.33,5,0,-107
3.0,0.33,5,1,-128
3.0,0.33,5,2,-154
3.0,0.33,5,3,-160
3.0,0.33,5,4,-154
3.0,0.33,6,0,-113
3.0,0.33,6,1,-127
3.0,0.33,6,2,-140
3.0,0.33,6,3,-197
3.0,0.33,6,4,-152
3.0,0.33,7,0,-694
3.0,0.33,7,1,-553
3.0,0.33,7,2,-793
3.0,0.33,7,3,-101408
3.0,0.33,7,4,-558
3.0,0.33,8,0,-101806
3.0,0.33,8,1,-101347
3.0,0.33,8,2,-102523
3.0,0.33,8,3,-101639
3.0,0.33,8,4,-101102
3.0,0.33,9,0,-101619
3.0,0.33,9,1,-101362
3.0,0.33,9,2,-101172
3.0,0.33,9,3,-101111
3.0,0.33,9,4,-102671
3.0,0.5,1,0,-101796
3.0,0.5,1,1,-100946
3.0,0.5,1,2,-101698
3.0,0.5,1,3,-101651
3.0,0.5,1,4,-101999
3.0,0.5,2,0,-100806
3.0,0.5,2,1,-101244
3.0,0.5,2,2,-101085
3.0,0.5,2,3,-100713
3.0,0.5,2,4,-100939
3.0,0.5,3,0,-101397
3.0,0.5,3,1,-101850
3.0,0.5,3,2,-101317
3.0,0.5,3,3,-101033
3.0,0.5,3,4,-101444
3.0,0.5,4,0,-101181
3.0,0.5,4,1,-102200
3.0,0.5,4,2,-101390
3.0,0.5,4,3,-102132
3.0,0.5,4,4,-101552
3.0,0.5,5,0,-705
3.0,0.5,5,1,-732
3.0,0.5,5,2,-1596
3.0,0.5,5,3,-1070
3.0,0.5,5,4,-837
3.0,0.5,6,0,-249
3.0,0.5,6,1,-274
3.0,0.5,6,2,-336
3.0,0.5,6,3,-353
3.0,0.5,6,4,-339
3.0,0.5,7,0,-774
3.0,0.5,7,1,-629
3.0,0.5,7,2,-889
3.0,0.5,7,3,-101639
3.0,0.5,7,4,-676
3.0,0.5,8,0,-101552
3.0,0.5,8,1,-101563
3.0,0.5,8,2,-101283
3.0,0.5,8,3,-101917
3.0,0.5,8,4,-101199
3.0,0.5,9,0,-102140
3.0,0.5,9,1,-101697
3.0,0.5,9,2,-101028
3.0,0.5,9,3,-101200
3.0,0.5,9,4,-101304
4.0,0.2,1,0,-102055
4.0,0.2,1,1,-101971
4.0,0.2,1,2,-100826
4.0,0.2,1,3,-100881
4.0,0.2,1,4,-101472
4.0,0.2,2,0,-101722
4.0,0.2,2,1,-102214
4.0,0.2,2,2,-102721
4.0,0.2,2,3,-101448
4.0,0.2,2,4,-101408
4.0,0.2,3,0,-602
4.0,0.2,3,1,-640
4.0,0.2,3,2,-101804
4.0,0.2,3,3,-813
4.0,0.2,3,4,-612
4.0,0.2,4,0,-94
4.0,0.2,4,1,-144
4.0,0.2,4,2,-137
4.0,0.2,4,3,-147
4.0,0.2,4,4,-107
4.0,0.2,5,0,-33
4.0,0.2,5,1,-46
4.0,0.2,5,2,-70
4.0,0.2,5,3,-58
4.0,0.2,5,4,-34
4.0,0.2,6,0,-32
4.0,0.2,6,1,-46
4.0,0.2,6,2,-48
4.0,0.2,6,3,-72
4.0,0.2,6,4,-38
4.0,0.2,7,0,-177
4.0,0.2,7,1,-128
4.0,0.2,7,2,-210
4.0,0.2,7,3,-203
4.0,0.2,7,4,-166
4.0,0.2,8,0,-1931
4.0,0.2,8,1,-101993
4.0,0.2,8,2,-102214
4.0,0.2,8,3,-101953
4.0,0.2,8,4,-102979
4.0,0.2,9,0,-102165
4.0,0.2,9,1,-101458
4.0,0.2,9,2,-101864
4.0,0.2,9,3,-101536
4.0,0.2,9,4,-101824
4.0,0.25,1,0,-100918
4.0,0.25,1,1,-101218
4.0,0.25,1,2,-101498
4.0,0.25,1,3,-101293
4.0,0.25,1,4,-101088
4.0,0.25,2,0,-100824
4.0,0.25,2,1,-101287
4.0,0.25,2,2,-101215
4.0,0.25,2,3,-100751
4.0,0.25,2,4,-101196
4.0,0.25,3,0,-1975
4.0,0.25,3,1,-102300
4.0,0.25,3,2,-101491
4.0,0.25,3,3,-101911
4.0,0.25,3,4,-101377
4.0,0.25,4,0,-223
4.0,0.25,4,1,-236
4.0,0.25,4,2,-284
4.0,0.25,4,3,-265
4.0,0.25,4,4,-193
4.0,0.25,5,0,-49
4.0,0.25,5,1,-74
4.0,0.25,5,2,-97
4.0,0.25,5,3,-77
4.0,0.25,5,4,-52
4.0,0.25,6,0,-40
4.0,0.25,6,1,-54
4.0,0.25,6,2,-67
4.0,0.25,6,3,-83
4.0,0.25,6,4,-52
4.0,0.25,7,0,-158
4.0,0.25,7,1,-123
4.0,0.25,7,2,-218
4.0,0.25,7,3,-218
4.0,0.25,7,4,-175
4.0,0.25,8,0,-1872
4.0,0.25,8,1,-102834
4.0,0.25,8,2,-102149
4.0,0.25,8,3,-101960
4.0,0.25,8,4,-102399
4.0,0.25,9,0,-101136
4.0,0.25,9,1,-101443
4.0,0.25,9,2,-101257
4.0,0.25,9,3,-102182
4.0,0.25,9,4,-101549
4.0,0.33,1,0,-101046
4.0,0.33,1,1,-101386
4.0,0.33,1,2,-101472
4.0,0.33,1,3,-101643
4.0,0.33,1,4,-101497
4.0,0.33,2,0,-101109
4.0,0.33,2,1,-100705
4.0,0.33,2,2,-101004
4.0,0.33,2,3,-100976
4.0,0.33,2,4,-100647
4.0,0.33,3,0,-101081
4.0,0.33,3,1,-101038
4.0,0.33,3,2,-101004
4.0,0.33,3,3,-102248
4.0,0.33,3,4,-101498
4.0,0.33,4,0,-753
4.0,0.33,4,1,-777
4.0,0.33,4,2,-1191
4.0,0.33,4,3,-951
4.0,0.33,4,4,-903
4.0,0.33,5,0,-113
4.0,0.33,5,1,-156
4.0,0.33,5,2,-200
4.0,0.33,5,3,-193
4.0,0.33,5,4,-185
4.0,0.33,6,0,-63
4.0,0.33,6,1,-91
4.0,0.33,6,2,-95
4.0,0.33,6,3,-117
4.0,0.33,6,4,-124
4.0,0.33,7,0,-167
4.0,0.33,7,1,-134
4.0,0.33,7,2,-242
4.0,0.33,7,3,-229
4.0,0.33,7,4,-187
4.0,0.33,8,0,-2083
4.0,0.33,8,1,-102446
4.0,0.33,8,2,-102133
4.0,0.33,8,3,-101573
4.0,0.33,8,4,-102460
4.0,0.33,9,0,-100964
4.0,0.33,9,1,-101199
4.0,0.33,9,2,-101070
4.0,0.33,9,3,-102284
4.0,0.33,9,4,-101878
4.0,0.5,1,0,-101231
4.0,0.5,1,1,-101237
4.0,0.5,1,2,-101654
4.0,0.5,1,3,-101214
4.0,0.5,1,4,-101213
4.0,0.5,2,0,-100611
4.0,0.5,2,1,-101571
4.0,0.5,2,2,-102204
4.0,0.5,2,3,-100904
4.0,0.5,2,4,-101724
4.0,0.5,3,0,-102300
4.0,0.5,3,1,-101764
4.0,0.5,3,2,-101198
4.0,0.5,3,3,-101168
4.0,0.5,3,4,-101991
4.0,0.5,4,0,-100931
4.0,0.5,4,1,-101237
4.0,0.5,4,2,-102194
4.0,0.5,4,3,-101452
4.0,0.5,4,4,-101818
4.0,0.5,5,0,-1119
4.0,0.5,5,1,-102153
4.0,0.5,5,2,-101960
4.0,0.5,5,3,-101502
4.0,0.5,5,4,-101192
4.0,0.5,6,0,-281
4.0,0.5,6,1,-328
4.0,0.5,6,2,-398
4.0,0.5,6,3,-399
4.0,0.5,6,4,-401
4.0,0.5,7,0,-245
4.0,0.5,7,1,-237
4.0,0.5,7,2,-351
4.0,0.5,7,3,-349
4.0,0.5,7,4,-284
4.0,0.5,8,0,-1968
4.0,0.5,8,1,-102066
4.0,0.5,8,2,-102227
4.0,0.5,8,3,-101362
4.0,0.5,8,4,-102774
4.0,0.5,9,0,-101343
4.0,0.5,9,1,-100976
4.0,0.5,9,2,-101027
4.0,0.5,9,3,-102450
4.0,0.5,9,4,-101616
5.0,0.2,1,0,-100698
5.0,0.2,1,1,-102541
5.0,0.2,1,2,-101824
5.0,0.2,1,3,-100646
5.0,0.2,1,4,-101163
5.0,0.2,2,0,-101878
5.0,0.2,2,1,-101928
5.0,0.2,2,2,-102531
5.0,0.2,2,3,-101465
5.0,0.2,2,4,-101933
5.0,0.2,3,0,-675
5.0,0.2,3,1,-715
5.0,0.2,3,2,-101782
5.0,0.2,3,3,-942
5.0,0.2,3,4,-793
5.0,0.2,4,0,-114
5.0,0.2,4,1,-153
5.0,0.2,4,2,-174
5.0,0.2,4,3,-142
5.0,0.2,4,4,-141
5.0,0.2,5,0,-32
5.0,0.2,5,1,-43
5.0,0.2,5,2,-65
5.0,0.2,5,3,-55
5.0,0.2,5,4,-40
5.0,0.2,6,0,-14
5.0,0.2,6,1,-24
5.0,0.2,6,2,-36
5.0,0.2,6,3,-41
5.0,0.2,6,4,-19
5.0,0.2,7,0,-60
5.0,0.2,7,1,-42
5.0,0.2,7,2,-65
5.0,0.2,7,3,-93
5.0,0.2,7,4,-55
5.0,0.2,8,0,-627
5.0,0.2,8,1,-387
5.0,0.2,8,2,-1038
5.0,0.2,8,3,-1022
5.0,0.2,8,4,-552
5.0,0.2,9,0,-101555
5.0,0.2,9,1,-101022
5.0,0.2,9,2,-101424
5.0,0.2,9,3,-101633
5.0,0.2,9,4,-101359
5.0,0.25,1,0,-101246
5.0,0.25,1,1,-101135
5.0,0.25,1,2,-101400
5.0,0.25,1,3,-101334
5.0,0.25,1,4,-101113
5.0,0.25,2,0,-101089
5.0,0.25,2,1,-101787
5.0,0.25,2,2,-101309
5.0,0.25,2,3,-101546
5.0,0.25,2,4,-100985
5.0,0.25,3,0,-101513
5.0,0.25,3,1,-101779
5.0,0.25,3,2,-101973
5.0,0.25,3,3,-101647
5.0,0.25,3,4,-101692
5.0,0.25,4,0,-231
5.0,0.25,4,1,-339
5.0,0.25,4,2,-437
5.0,0.25,4,3,-248
5.0,0.25,4,4,-277
5.0,0.25,5,0,-58
5.0,0.25,5,1,-79
5.0,0.25,5,2,-110
5.0,0.25,5,3,-89
5.0,0.25,5,4,-66
5.0,0.25,6,0,-28
5.0,0.25,6,1,-32
5.0,0.25,6,2,-54
5.0,0.25,6,3,-49
5.0,0.25,6,4,-27
5.0,0.25,7,0,-59
5.0,0.25,7,1,-46
5.0,0.25,7,2,-73
5.0,0.25,7,3,-104
5.0,0.25,7,4,-55
5.0,0.25,8,0,-675
5.0,0.25,8,1,-450
5.0,0.25,8,2,-1077
5.0,0.25,8,3,-1022
5.0,0.25,8,4,-520
5.0,0.25,9,0,-101712
5.0,0.25,9,1,-101775
5.0,0.25,9,2,-100976
5.0,0.25,9,3,-101505
5.0,0.25,9,4,-101171
5.0,0.33,1,0,-101951
5.0,0.33,1,1,-101666
5.0,0.33,1,2,-100855
5.0,0.33,1,3,-101461
5.0,0.33,1,4,-101398
5.0,0.33,2,0,-100958
5.0,0.33,2,1,-100759
5.0,0.33,2,2,-100752
5.0,0.33,2,3,-101961
5.0,0.33,2,4,-101711
5.0,0.33,3,0,-101492
5.0,0.33,3,1,-100849
5.0,0.33,3,2,-100905
5.0,0.33,3,3,-101071
5.0,0.33,3,4,-101149
5.0,0.33,4,0,-1059
5.0,0.33,4,1,-1085
5.0,0.33,4,2,-101532
5.0,0.33,4,3,-1585
5.0,0.33,4,4,-101380
5.0,0.33,5,0,-140
5.0,0.33,5,1,-224
5.0,0.33,5,2,-335
5.0,0.33,5,3,-288
5.0,0.33,5,4,-273
5.0,0.33,6,0,-59
5.0,0.33,6,1,-72
5.0,0.33,6,2,-111
5.0,0.33,6,3,-94
5.0,0.33,6,4,-102
5.0,0.33,7,0,-67
5.0,0.33,7,1,-60
5.0,0.33,7,2,-89
5.0,0.33,7,3,-123
5.0,0.33,7,4,-86
5.0,0.33,8,0,-602
5.0,0.33,8,1,-388
5.0,0.33,8,2,-1076
5.0,0.33,8,3,-1021
5.0,0.33,8,4,-586
5.0,0.33,9,0,-101526
5.0,0.33,9,1,-101305
5.0,0.33,9,2,-103063
5.0,0.33,9,3,-101587
5.0,0.33,9,4,-101036
5.0,0.5,1,0,-101465
5.0,0.5,1,1,-101237
5.0,0.5,1,2,-101493
5.0,0.5,1,3,-101225
5.0,0.5,1,4,-101153
5.0,0.5,2,0,-100783
5.0,0.5,2,1,-101870
5.0,0.5,2,2,-101598
5.0,0.5,2,3,-101397
5.0,0.5,2,4,-101413
5.0,0.5,3,0,-101185
5.0,0.5,3,1,-101229
5.0,0.5,3,2,-101100
5.0,0.5,3,3,-101801
5.0,0.5,3,4,-101073
5.0,0.5,4,0,-100985
5.0,0.5,4,1,-101212
5.0,0.5,4,2,-101257
5.0,0.5,4,3,-100623
5.0,0.5,4,4,-101441
5.0,0.5,5,0,-102432
5.0,0.5,5,1,-102256
5.0,0.5,5,2,-101268
5.0,0.5,5,3,-101579
5.0,0.5,5,4,-101051
5.0,0.5,6,0,-421
5.0,0.5,6,1,-456
5.0,0.5,6,2,-657
5.0,0.5,6,3,-506
5.0,0.5,6,4,-470
5.0,0.5,7,0,-149
5.0,0.5,7,1,-213
5.0,0.5,7,2,-236
5.0,0.5,7,3,-233
5.0,0.5,7,4,-198
5.0,0.5,8,0,-649
5.0,0.5,8,1,-487
5.0,0.5,8,2,-1119
5.0,0.5,8,3,-1061
5.0,0.5,8,4,-553
5.0,0.5,9,0,-101728
5.0,0.5,9,1,-101223
5.0,0.5,9,2,-100780
5.0,0.5,9,3,-101574
5.0,0.5,9,4,-101217
0.25,0.25,2,0,-101179
0.25,0.25,2,1,-101838
0.25,0.25,2,2,-101692
0.25,0.25,2,3,-101248
0.25,0.25,2,4,-101482
0.25,0.25,3,0,-101141
0.25,0.25,3,1,-101312
0.25,0.25,3,2,-101335
0.25,0.25,3,3,-101008
0.25,0.25,3,4,-101355
0.25,0.25,4,0,-101387
0.25,0.25,4,1,-101597
0.25,0.25,4,2,-101357
0.25,0.25,4,3,-101592
0.25,0.25,4,4,-101313
0.25,0.25,5,0,-101779
0.25,0.25,5,1,-101518
0.25,0.25,5,2,-100695
0.25,0.25,5,3,-101511
0.25,0.25,5,4,-100934
0.25,0.25,6,0,-100751
0.25,0.25,6,1,-101298
0.25,0.25,6,2,-102723
0.25,0.25,6,3,-100724
0.25,0.25,6,4,-100901
0.25,0.25,7,0,-102009
0.25,0.25,7,1,-101412
0.25,0.25,7,2,-101336
0.25,0.25,7,3,-101946
0.25,0.25,7,4,-100629
0.25,0.25,8,0,-101177
0.25,0.25,8,1,-100796
0.25,0.25,8,2,-101763
0.25,0.25,8,3,-101771
0.25,0.25,8,4,-101240
0.25,0.25,9,0,-101224
0.25,0.25,9,1,-101268
0.25,0.25,9,2,-101087
0.25,0.25,9,3,-100391
0.25,0.25,9,4,-100749
0.25,0.33,2,0,-101302
0.25,0.33,2,1,-101530
0.25,0.33,2,2,-101256
0.25,0.33,2,3,-101367
0.25,0.33,2,4,-101391
0.25,0.33,3,0,-101012
0.25,0.33,3,1,-101528
0.25,0.33,3,2,-101228
0.25,0.33,3,3,-100808
0.25,0.33,3,4,-101400
0.25,0.33,4,0,-100880
0.25,0.33,4,1,-101288
0.25,0.33,4,2,-101054
0.25,0.33,4,3,-101120
0.25,0.33,4,4,-101110
0.25,0.33,5,0,-100721
0.25,0.33,5,1,-101372
0.25,0.33,5,2,-101128
0.25,0.33,5,3,-100933
0.25,0.33,5,4,-101371
0.25,0.33,6,0,-100734
0.25,0.33,6,1,-101597
0.25,0.33,6,2,-102383
0.25,0.33,6,3,-101559
0.25,0.33,6,4,-100825
0.25,0.33,7,0,-101062
0.25,0.33,7,1,-101574
0.25,0.33,7,2,-101779
0.25,0.33,7,3,-101896
0.25,0.33,7,4,-101196
0.25,0.33,8,0,-101516
0.25,0.33,8,1,-100733
0.25,0.33,8,2,-101025
0.25,0.33,8,3,-101019
0.25,0.33,8,4,-101488
0.25,0.33,9,0,-100895
0.25,0.33,9,1,-101741
0.25,0.33,9,2,-101007
0.25,0.33,9,3,-101061
0.25,0.33,9,4,-101007
0.25,0.5,2,0,-101343
0.25,0.5,2,1,-101210
0.25,0.5,2,2,-101909
0.25,0.5,2,3,-101413
0.25,0.5,2,4,-101387
0.25,0.5,3,0,-101127
0.25,0.5,3,1,-101374
0.25,0.5,3,2,-101187
0.25,0.5,3,3,-101739
0.25,0.5,3,4,-101326
0.25,0.5,4,0,-101153
0.25,0.5,4,1,-101401
0.25,0.5,4,2,-101458
0.25,0.5,4,3,-101407
0.25,0.5,4,4,-100763
0.25,0.5,5,0,-100759
0.25,0.5,5,1,-101109
0.25,0.5,5,2,-101010
0.25,0.5,5,3,-100796
0.25,0.5,5,4,-100841
0.25,0.5,6,0,-100719
0.25,0.5,6,1,-101543
0.25,0.5,6,2,-101323
0.25,0.5,6,3,-101628
0.25,0.5,6,4,-101061
0.25,0.5,7,0,-100769
0.25,0.5,7,1,-101910
0.25,0.5,7,2,-101311
0.25,0.5,7,3,-101921
0.25,0.5,7,4,-102147
0.25,0.5,8,0,-100838
0.25,0.5,8,1,-101927
0.25,0.5,8,2,-100722
0.25,0.5,8,3,-102085
0.25,0.5,8,4,-101325
0.25,0.5,9,0,-101038
0.25,0.5,9,1,-102035
0.25,0.5,9,2,-101087
0.25,0.5,9,3,-100962
0.25,0.5,9,4,-101862
