OBJECTID,BLOCKID,ROWNBR,BLOCK_ST,BLOCK_END,WIDTH_OFFS,GEOBASYS,SPACELENGT,SPACETYPE,SPACETYPED,TIME_LIMIT,SPACE_NB,CATEGORY,SIDE,CURRENT_ST,ELMNTKEY,SHAPE_Leng
30826,03-26,,32.500000000000000,52.000000000000000,25,,20,NP,NO PARKING,,-01,NP,SW,INSVC,27281,19.440046524201858
30870,03-23,,289.500000000000000,386.500000000000000,-29,,97,NP,NO PARKING,,-26/34,NP,NE,INSVC,27278,96.775325861480226
30904,03-27,,34.000000000000000,70.500000000000000,-29,,36,TAZ,TOW AWAY ZONE,,-00/02,NP,NE,INSVC,72330,36.486850035715719
30974,27-02,,26.000000000000000,44.000000000000000,30,,18,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,54953,17.993698076185964
30981,03-27,,77.000000000000000,81.000000000000000,25,,4,PS-MC,PAY STATION - MOTORCYCLE,240,-03B,PAID,SW,INSVC,72329,3.998530829321234
30986,01-25,,129.500000000000000,148.000000000000000,27,,18,PS,PAY STATION,240,-11,PAID,SW,INSVC,24045,18.475496741265761
30991,03-26,,52.000000000000000,70.000000000000000,25,,18,PS,PAY STATION,240,-03,PAID,SW,INSVC,27281,17.944736821838767
30993,03-24,,93.500000000000000,99.500000000000000,-29,,6,CLR,CLEARANCE,,,NP,NE,INSVC,49658,5.985121860288483
31054,01-25,,233.000000000000000,239.000000000000000,27,,6,CLR,CLEARANCE,,,NP,SW,INSVC,24045,5.992031933693599
31061,03-24,,139.500000000000000,177.500000000000000,-29,,38,PLZ,PASSENGER LOAD ZONE,3,-10/12,ZONE,NE,INSVC,49658,37.905988518491853
31103,03-23,,390.500000000000000,407.000000000000000,30,,16,XW,CROSSWALK,,,NS,SW,INSVC,27277,16.461755251752333
31182,03-24,,93.000000000000000,100.000000000000000,25,,7,CLR,CLEARANCE,,,NP,SW,INSVC,49657,6.982705328332877
31209,27-02,,271.500000000000000,280.500000000000000,30,,9,CR,CURB RAMP,,,NS,NW,INSVC,54953,8.996917908560539
31221,01-25,,257.000000000000000,275.000000000000000,27,,18,PS,PAY STATION,240,-23,PAID,SW,INSVC,24045,17.976186211638684
31226,03-26,,131.000000000000000,271.000000000000000,25,,140,BUS,BUS ZONE,,-11/21,BUS,SW,INSVC,27281,139.570027413814444
31228,03-24,,177.500000000000000,184.500000000000000,-29,,7,CLR,CLEARANCE,,,NP,NE,INSVC,49658,6.982662280394464
31263,01-25,,175.500000000000000,193.500000000000000,-28,,18,PS,PAY STATION,240,-14,PAID,NE,INSVC,24046,17.976186211638684
31330,27-02,,68.000000000000000,86.000000000000000,-30,,18,PS,PAY STATION,240,-03,PAID,SE,INSVC,54954,17.993741119435004
31341,01-25,,33.500000000000000,53.500000000000000,27,,20,NP,NO PARKING,,-01,NP,SW,INSVC,24045,19.973514417243326
31394,27-02,,208.000000000000000,212.000000000000000,30,,4,CLR,CLEARANCE,,,NP,NW,INSVC,54953,3.998616793195136
31404,01-25,,191.000000000000000,197.000000000000000,27,,6,CLR,CLEARANCE,,,NP,SW,INSVC,24045,5.992031933693599
31410,03-24,,283.000000000000000,285.000000000000000,25,,2,CLR,CLEARANCE,,,NP,SW,INSVC,49657,1.995042051216003
31438,27-02,,17.000000000000000,32.000000000000000,-30,,15,CLR,CLEARANCE,,,NP,SE,INSVC,54954,14.994847400297488
31451,01-25,,128.500000000000000,151.500000000000000,-28,,23,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-10T,LOAD,NE,INSVC,24046,22.969554058569756
31458,03-24,,20.000000000000000,22.000000000000000,25,,2,CLR,CLEARANCE,,,NP,SW,INSVC,49657,1.995085109499882
31559,27-02,,191.000000000000000,208.000000000000000,30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-14,PAID,NW,INSVC,54953,16.994112753498491
31569,01-25,,148.000000000000000,153.000000000000000,27,,5,CLR,CLEARANCE,,,NP,SW,INSVC,24045,4.993367836908706
31613,01-25,,63.500000000000000,83.500000000000000,-28,,20,PS,PAY STATION,240,-04,PAID,NE,INSVC,24046,19.973514427271184
31638,03-24,,186.000000000000000,204.000000000000000,25,,18,PS,PAY STATION,240,-15,PAID,SW,INSVC,49657,17.955451688963780
31672,03-27,,69.000000000000000,73.000000000000000,25,,4,BA,BARRIER AREA,,,NS,SW,INSVC,72329,3.998530818297955
31682,03-26,,190.000000000000000,207.000000000000000,-29,,17,CRBBLB,CURB BULB,,-14,NS,NE,INSVC,27282,16.947790494270688
31684,03-24,,224.500000000000000,242.000000000000000,-29,,18,PS,PAY STATION,240,-18,PAID,NE,INSVC,49658,17.456679349328905
31786,27-02,,210.500000000000000,228.500000000000000,-30,,18,PS,PAY STATION,240,-15,PAID,SE,INSVC,54954,17.993741108409449
31797,01-25,,87.500000000000000,93.500000000000000,27,,6,CLR,CLEARANCE,,,NP,SW,INSVC,24045,5.992075014523163
31804,03-24,,143.000000000000000,161.000000000000000,25,,18,PS,PAY STATION,240,-11,PAID,SW,INSVC,49657,17.955451698989084
31925,03-24,,161.000000000000000,179.000000000000000,25,,18,PS,PAY STATION,240,-13,PAID,SW,INSVC,49657,17.955494768762986
31991,03-24,,42.000000000000000,74.000000000000000,25,,32,CRBBLB,CURB BULB,,-01/03,NS,SW,INSVC,49657,31.920819297477625
32029,01-25,,153.000000000000000,191.000000000000000,27,,38,PLZ,PASSENGER LOAD ZONE,3,-13/15,ZONE,SW,INSVC,24045,37.949743698558279
32036,03-24,,242.000000000000000,262.000000000000000,-29,,20,NP,NO PARKING,,-20,NP,NE,INSVC,49658,19.950489469676679
32155,03-24,,269.000000000000000,283.000000000000000,25,,14,XW,CROSSWALK,,,NS,SW,INSVC,49657,13.965367598621667
32183,27-02,,231.500000000000000,235.500000000000000,30,,4,CLR,CLEARANCE,,,NP,NW,INSVC,54953,3.998573739539566
32190,03-27,,87.000000000000000,105.000000000000000,25,,18,PS,PAY STATION,240,-05,PAID,SW,INSVC,72329,17.993543735792301
32195,01-25,,211.500000000000000,217.500000000000000,-28,,6,CLR,CLEARANCE,,,NP,NE,INSVC,24046,5.992075003501136
32249,27-02,,280.500000000000000,296.000000000000000,30,,16,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,54953,15.494571185700027
32266,03-26,,76.000000000000000,117.000000000000000,25,,41,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-05T,LOAD,SW,INSVC,27281,40.874033069757800
32268,03-24,,20.500000000000000,36.500000000000000,-29,,16,XW,CROSSWALK,,,NS,NE,INSVC,49658,15.960409659263675
32371,27-02,,169.000000000000000,174.000000000000000,30,,5,CLR,CLEARANCE,,,NP,NW,INSVC,54953,4.998253761087565
32424,03-27,,21.000000000000000,39.000000000000000,25,,18,XW,CROSSWALK,,,NS,SW,INSVC,72329,17.993453337735296
32436,03-24,,133.500000000000000,139.500000000000000,-29,,6,CLR,CLEARANCE,,,NP,NE,INSVC,49658,5.985117580318493
32479,03-26,,27.000000000000000,40.000000000000000,-29,,13,XWAREA,NOT A DESIGNATED CROSSWALK,,-00,NS,NE,INSVC,27282,12.960043933716852
32530,03-27,,30.000000000000000,34.000000000000000,-29,,4,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NE,INSVC,72330,3.998573893682400
32539,03-26,,282.000000000000000,289.000000000000000,-29,,7,CLR,CLEARANCE,,,NP,NE,INSVC,27282,6.978542480335579
32601,27-02,,282.000000000000000,292.000000000000000,-30,,10,XW,CROSSWALK,,,NS,SE,INSVC,54954,9.996550596191950
32612,01-25,,53.500000000000000,87.500000000000000,27,,34,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-03T/05,LOAD,SW,INSVC,24045,33.954996888779775
32617,03-26,,23.500000000000000,32.500000000000000,25,,9,CR,CURB RAMP,,,NS,SW,INSVC,27281,8.972392093545080
32664,03-26,,22.000000000000000,27.000000000000000,-29,,5,CLR,CLEARANCE,,,NP,NE,INSVC,27282,4.984649812582102
32768,27-02,,110.000000000000000,118.000000000000000,30,,8,CLR,CLEARANCE,,,NP,NW,INSVC,54953,7.997237877148832
32779,01-25,,274.000000000000000,286.000000000000000,-28,,12,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NE,INSVC,24046,11.984154277945336
32786,03-24,,222.000000000000000,227.000000000000000,25,,5,CLR,CLEARANCE,,,NP,SW,INSVC,49657,4.987620229905294
32834,27-02,,140.500000000000000,169.000000000000000,30,,28,ALLEY,ALLEY,,-10,NS,NW,INSVC,54953,28.490105898044700
32845,01-25,,32.500000000000000,33.500000000000000,27,,1,CLR,CLEARANCE,,,NP,SW,INSVC,24045,0.998664086787995
32897,03-24,,99.500000000000000,116.500000000000000,-29,,17,PS,PAY STATION,240,-06,PAID,NE,INSVC,49658,16.957950057566265
32999,27-02,,149.000000000000000,175.500000000000000,-30,,26,ALLEY,ALLEY,,-11,NS,SE,INSVC,54954,26.490844856487190
33010,01-25,,254.000000000000000,274.000000000000000,-28,,20,TAZ,TOW AWAY ZONE,,-22,NP,NE,INSVC,24046,19.973514416249088
33058,03-23,,404.000000000000000,406.500000000000000,-29,,2,CLR,CLEARANCE,,,NP,NE,INSVC,27278,2.494157171991346
33233,27-02,,175.500000000000000,180.500000000000000,-30,,5,CLR,CLEARANCE,,,NP,SE,INSVC,54954,4.998249459569941
33250,03-26,,285.000000000000000,290.000000000000000,25,,5,CLR,CLEARANCE,,,NP,SW,INSVC,27281,4.984645544039116
33287,01-25,,193.500000000000000,211.500000000000000,-28,,18,PS,PAY STATION,240,-16,PAID,NE,INSVC,24046,17.976186211638684
33356,27-02,,73.500000000000000,92.000000000000000,30,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-04,PAID,NW,INSVC,54953,18.493559592457387
33374,03-24,,257.000000000000000,269.000000000000000,25,,12,NP,NO PARKING,,,NP,SW,INSVC,49657,11.970286780107154
33420,27-02,,104.000000000000000,110.000000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,54954,5.997929491747225
33430,01-25,,197.000000000000000,215.000000000000000,27,,18,PS,PAY STATION,240,-17,PAID,SW,INSVC,24045,17.976138882779942
33465,27-02,,86.000000000000000,104.000000000000000,-30,,18,PS,PAY STATION,240,-05,PAID,SE,INSVC,54954,17.993788473238588
33472,03-27,,73.000000000000000,77.000000000000000,25,,4,PS-MC,PAY STATION - MOTORCYCLE,240,-03A,PAID,SW,INSVC,72329,3.998573903709091
33477,01-25,,169.500000000000000,175.500000000000000,-28,,6,CLR,CLEARANCE,,,NP,NE,INSVC,24046,5.992031944715704
33482,03-26,,21.000000000000000,23.500000000000000,25,,2,CLR,CLEARANCE,,,NP,SW,INSVC,27281,2.492346439076995
33484,03-24,,265.500000000000000,281.000000000000000,-29,,16,XW,CROSSWALK,,,NS,NE,INSVC,49658,15.461684648413357
33524,03-26,,272.000000000000000,282.000000000000000,-29,,10,XW,CROSSWALK,,,NS,NE,INSVC,27282,9.969248012954614
33585,27-02,,212.000000000000000,231.500000000000000,30,,20,PS-LAY,PAY STATION - BUS LAYOVER,240,-16,PAID,NW,INSVC,54953,19.493282688149691
33646,03-24,,59.500000000000000,76.500000000000000,-29,,17,PS,PAY STATION,240,-02,PAID,NE,INSVC,49658,16.957907009720600
33709,03-26,,207.000000000000000,227.000000000000000,-29,,20,L/UL,LOAD/UNLOAD ZONE,30,-16,LOAD,NE,INSVC,27282,19.938543370115873
33711,03-24,,262.000000000000000,265.500000000000000,-29,,4,CR,CURB RAMP,,,NS,NE,INSVC,49658,3.491354809642783
33741,03-27,,22.000000000000000,30.000000000000000,-29,,8,CR,CURB RAMP,,,NS,NE,INSVC,72330,7.997104732890114
33812,27-02,,253.000000000000000,271.500000000000000,30,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-20,PAID,NW,INSVC,54953,18.493602666773199
33822,01-25,,239.000000000000000,257.000000000000000,27,,18,PS,PAY STATION,240,-21,PAID,SW,INSVC,24045,17.976186222660790
33868,01-25,,44.000000000000000,63.500000000000000,-28,,20,PS,PAY STATION,240,-02,PAID,NE,INSVC,24046,19.474203897680148
33874,03-24,,184.500000000000000,201.500000000000000,-29,,17,PS,PAY STATION,240,-14,PAID,NE,INSVC,49658,16.957950047540901
33947,03-24,,179.000000000000000,186.000000000000000,25,,7,CLR,CLEARANCE,,,NP,SW,INSVC,49657,6.982662280394464
33975,27-02,,144.000000000000000,149.000000000000000,-30,,5,CLR,CLEARANCE,,,NP,SE,INSVC,54954,4.998249459569941
33987,01-25,,93.500000000000000,129.500000000000000,27,,36,PLZ,PASSENGER LOAD ZONE,3,-07/09,ZONE,SW,INSVC,24045,35.952325083370752
33992,03-26,,117.000000000000000,131.000000000000000,25,,14,CLR,CLEARANCE,,-09,NP,SW,INSVC,27281,13.957037616457805
33994,03-24,,36.500000000000000,59.500000000000000,-29,,23,HYD,HYDRANT,,-00,NS,NE,INSVC,49658,22.943119268428120
34014,03-24,,204.000000000000000,222.000000000000000,25,,18,PS,PAY STATION,240,-17,PAID,SW,INSVC,49657,17.955494768762986
34041,27-02,,136.000000000000000,140.500000000000000,30,,4,CLR,CLEARANCE,,,NP,NW,INSVC,54953,4.498482631811561
34091,03-27,,70.500000000000000,87.500000000000000,-29,,17,PS,PAY STATION,240,-04,PAID,NE,INSVC,72330,16.993876595268279
34207,27-02,,235.500000000000000,253.000000000000000,30,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-18,PAID,NW,INSVC,54953,17.493926925894264
34223,03-26,,70.000000000000000,76.000000000000000,25,,6,CLR,CLEARANCE,,,NP,SW,INSVC,27281,5.981596141861944
34225,03-24,,76.500000000000000,93.500000000000000,-29,,17,PS,PAY STATION,240,-04,PAID,NE,INSVC,49658,16.957997408280963
34251,27-02,,47.000000000000000,68.000000000000000,-30,,21,CRBBLB,CURB BULB,,-01,NS,SE,INSVC,54954,20.992729536182154
34325,01-25,,21.000000000000000,23.500000000000000,-28,,2,CLR,CLEARANCE,,,NP,NE,INSVC,24046,2.496729112708781
34392,27-02,,174.000000000000000,191.000000000000000,30,,17,TAZ,TOW AWAY ZONE,,-12,NP,NW,INSVC,54953,16.994108452899901
34402,01-25,,217.500000000000000,235.500000000000000,-28,,18,PS,PAY STATION,240,-18,PAID,NE,INSVC,24046,17.976186211638684
34408,03-24,,118.000000000000000,136.000000000000000,25,,18,PS,PAY STATION,240,-09,PAID,SW,INSVC,49657,17.955494758737650
34436,27-02,,296.000000000000000,304.000000000000000,-30,,8,CLR,CLEARANCE,,,NP,SE,INSVC,54954,7.997237898198446
34444,03-27,,39.000000000000000,69.000000000000000,25,,30,NP,NO PARKING,,-01,NP,SW,INSVC,72329,29.989175006538556
34449,01-25,,94.500000000000000,123.500000000000000,-28,,29,DW,DRIVEWAY,,-06/08,NS,NE,INSVC,24046,28.961585993257568
34456,03-24,,281.000000000000000,296.000000000000000,-29,,15,CLR,CLEARANCE,,,NP,NE,INSVC,49658,14.962864949069500
34498,03-23,,386.500000000000000,404.000000000000000,-29,,18,XW,CROSSWALK,,,NS,NE,INSVC,27278,17.459394274603476
34559,27-02,,228.500000000000000,280.000000000000000,-30,,52,CRBBLB,CURB BULB,,-17/19,NS,SE,INSVC,54954,51.482148143197669
34577,03-24,,227.000000000000000,257.000000000000000,25,,30,DW,DRIVEWAY,,-19/21,NS,SW,INSVC,49657,29.925781548813948
34620,27-02,,44.000000000000000,73.500000000000000,30,,30,NP,NO PARKING,,-00/02,NP,NW,INSVC,54953,29.489828982700320
34631,01-25,,275.000000000000000,287.500000000000000,27,,12,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SW,INSVC,24045,12.483417456630415
34638,03-24,,136.000000000000000,143.000000000000000,25,,7,CLR,CLEARANCE,,,NP,SW,INSVC,49657,6.982662280394464
34677,01-25,,83.500000000000000,94.500000000000000,-28,,11,CLR,CLEARANCE,,,NP,NE,INSVC,24046,10.985442830263157
34682,03-26,,40.000000000000000,190.000000000000000,-29,,150,BUS,BUS ZONE,,-02/12,BUS,NE,INSVC,27282,149.539365835892198
34684,03-24,,201.500000000000000,218.500000000000000,-29,,17,PS,PAY STATION,240,-16,PAID,NE,INSVC,49658,16.957954359556496
34788,27-02,,127.000000000000000,144.000000000000000,-30,,17,PS,PAY STATION,240,-09,PAID,SE,INSVC,54954,16.994112754500083
34844,01-25,,23.500000000000000,33.000000000000000,-28,,10,XW,CROSSWALK,,,NS,NE,INSVC,24046,9.487425165237946
34848,03-23,,407.000000000000000,409.500000000000000,30,,2,CLR,CLEARANCE,,,NP,SW,INSVC,27277,2.494200591898834
34919,03-24,,116.500000000000000,133.500000000000000,-29,,17,PS,PAY STATION,240,-08,PAID,NE,INSVC,49658,16.957954349531189
34994,03-24,,74.000000000000000,93.000000000000000,25,,19,PLZ,PASSENGER LOAD ZONE,3,-05,ZONE,SW,INSVC,49657,18.952949060470598
35022,27-02,,92.000000000000000,110.000000000000000,30,,18,PS-LAY,PAY STATION - BUS LAYOVER,240,-06,PAID,NW,INSVC,54953,17.993788484264165
35033,01-25,,22.500000000000000,32.500000000000000,27,,10,XW,CROSSWALK,,,NS,SW,INSVC,24045,9.986735673817412
35040,03-24,,218.500000000000000,224.500000000000000,-29,,6,CLR,CLEARANCE,,,NP,NE,INSVC,49658,5.985164929937571
35203,03-25,,34.500000000000000,54.000000000000000,-29,,20,HYD,HYDRANT,,,NS,NE,INSVC,4438,19.461658146335836
35266,03-25,,217.500000000000000,234.500000000000000,25,,17,PS,PAY STATION,240,-19,PAID,SW,INSVC,4437,16.966547830627434
35310,24-03,,80.000000000000000,99.000000000000000,-25,,19,PS-TR,PAY STATION - TEMP REMOVAL,240,-05,NP,SE,INSVC,31894,18.989417798692223
35370,24-03,,32.500000000000000,53.000000000000000,25,,20,XW,CROSSWALK,,,NS,NW,INSVC,31893,20.488584831734819
35393,03-25,,200.500000000000000,217.500000000000000,25,,17,PS,PAY STATION,240,-17,PAID,SW,INSVC,4437,16.966547830627434
35553,03-25,,21.000000000000000,24.000000000000000,25,,3,CLR,CLEARANCE,,,NP,SW,INSVC,4437,2.994102273605807
35698,03-25,,193.000000000000000,200.500000000000000,25,,8,CLR,CLEARANCE,,,NP,SW,INSVC,4437,7.485240538052196
35723,03-25,,225.500000000000000,245.500000000000000,-29,,20,PS,PAY STATION,240,-16,PAID,NE,INSVC,4438,19.960654383216390
35741,24-03,,54.000000000000000,73.000000000000000,-25,,19,TAZ,TOW AWAY ZONE,,-03,NP,SE,INSVC,31894,18.989422074288360
35757,03-25,,90.000000000000000,97.000000000000000,-29,,7,CLR,CLEARANCE,,,NP,NE,INSVC,4438,6.986201257483393
35820,03-25,,234.500000000000000,242.500000000000000,25,,8,CLR,CLEARANCE,,,NP,SW,INSVC,4437,7.984279839720440
35830,24-03,,59.500000000000000,69.000000000000000,25,,10,BA,BARRIER AREA,,,NS,NW,INSVC,31893,9.494665832753595
35881,24-03,,69.000000000000000,87.000000000000000,25,,18,PS-TR,PAY STATION - TEMP REMOVAL,240,-02,NP,NW,INSVC,31893,17.989974517128836
35896,03-25,,277.000000000000000,286.000000000000000,-29,,9,CR,CURB RAMP,,,NS,NE,INSVC,4438,8.982267991929783
35933,03-25,,23.000000000000000,24.500000000000000,-29,,2,CLR,CLEARANCE,,,NP,NE,INSVC,4438,1.497074798194706
36169,03-25,,151.000000000000000,159.000000000000000,25,,8,CLR,CLEARANCE,,,NP,SW,INSVC,4437,7.984279828697312
36283,03-25,,253.500000000000000,273.500000000000000,-29,,20,PS,PAY STATION,240,-18,PAID,NE,INSVC,4438,19.960654373189666
36452,03-25,,24.000000000000000,34.000000000000000,25,,10,XW,CROSSWALK,,,NS,SW,INSVC,4437,9.980350863801959
36487,03-25,,54.000000000000000,72.000000000000000,-29,,18,PS,PAY STATION,240,-00,PAID,NE,INSVC,4438,17.964583348148878
36536,03-25,,132.000000000000000,138.500000000000000,-29,,6,CLR,CLEARANCE,,,NP,NE,INSVC,4438,6.487205030521159
36609,24-03,,31.000000000000000,52.000000000000000,-25,,21,XW,CROSSWALK,,,NS,SE,INSVC,31894,20.988261257601081
36624,03-25,,286.000000000000000,295.000000000000000,-29,,9,CLR,CLEARANCE,,,NP,NE,INSVC,4438,8.982315346243947
36774,03-25,,68.000000000000000,75.000000000000000,25,,7,CLR,CLEARANCE,,,NP,SW,INSVC,4437,6.986244322190042
36784,24-03,,55.500000000000000,59.500000000000000,25,,4,PS-TR,PAY STATION - TEMP REMOVAL,240,-00,NP,NW,INSVC,31893,3.997773073177909
37071,03-25,,110.000000000000000,117.000000000000000,25,,7,CLR,CLEARANCE,,,NP,SW,INSVC,4437,6.986244321193674
37209,03-25,,159.000000000000000,176.000000000000000,25,,17,PS,PAY STATION,240,-13,PAID,SW,INSVC,4437,16.966547841650542
37234,03-25,,245.500000000000000,253.500000000000000,-29,,8,CLR,CLEARANCE,,,NP,NE,INSVC,4438,7.984232484477007
37268,03-25,,97.000000000000000,115.000000000000000,-29,,18,PS,PAY STATION,240,-04,PAID,NE,INSVC,4438,17.964583348148878
37331,03-25,,259.500000000000000,276.500000000000000,25,,17,PS,PAY STATION,240,-23,PAID,SW,INSVC,4437,16.966595174937911
37356,03-25,,155.500000000000000,162.500000000000000,-29,,7,CLR,CLEARANCE,,,NP,NE,INSVC,4438,6.986244311166930
37410,03-25,,180.500000000000000,198.500000000000000,-29,,18,PLZ,PASSENGER LOAD ZONE,3,-12,ZONE,NE,INSVC,4438,17.964583338122139
37446,03-25,,24.500000000000000,34.500000000000000,-29,,10,XW,CROSSWALK,,,NS,NE,INSVC,4438,9.980350863801959
37508,03-25,,276.500000000000000,285.500000000000000,25,,9,CR,CURB RAMP,,,NS,SW,INSVC,4437,8.982268001956550
37551,24-03,,52.000000000000000,54.000000000000000,-25,,2,CR,CURB RAMP,,-01,NS,SE,INSVC,31894,1.998886542100923
37612,24-03,,26.000000000000000,32.500000000000000,25,,6,CLR,CLEARANCE,,,NP,NW,INSVC,31893,6.496379091257381
37797,03-25,,206.500000000000000,225.500000000000000,-29,,19,PS,PAY STATION,240,-14,PAID,NE,INSVC,4438,18.962618854655837
37806,03-25,,134.000000000000000,151.000000000000000,25,,17,PS,PAY STATION,240,-11,PAID,SW,INSVC,4437,16.966547830627434
37851,03-25,,75.000000000000000,92.000000000000000,25,,17,PS,PAY STATION,240,-05,PAID,SW,INSVC,4437,16.966595174937911
37963,03-25,,138.500000000000000,155.500000000000000,-29,,17,PS,PAY STATION,240,-08,PAID,NE,INSVC,4438,16.966595185961047
37998,03-25,,72.000000000000000,90.000000000000000,-29,,18,PS,PAY STATION,240,-02,PAID,NE,INSVC,4438,17.964583348148878
38108,03-25,,92.000000000000000,110.000000000000000,25,,18,PS,PAY STATION,240,-07,PAID,SW,INSVC,4437,17.964583338122139
38117,24-03,,53.000000000000000,54.500000000000000,25,,2,CR,CURB RAMP,,,NS,NW,INSVC,31893,1.499210105206568
38132,03-25,,162.500000000000000,180.500000000000000,-29,,18,PS,PAY STATION,240,-10,PAID,NE,INSVC,4438,17.964583348148878
38231,03-25,,176.000000000000000,193.000000000000000,25,,17,PS,PAY STATION,240,-15,PAID,SW,INSVC,4437,16.966595174937911
38278,03-25,,117.000000000000000,134.000000000000000,25,,17,PS,PAY STATION,240,-09,PAID,SW,INSVC,4437,16.966504765814314
38288,24-03,,26.000000000000000,31.000000000000000,-25,,5,CLR,CLEARANCE,,,NP,SE,INSVC,31894,4.997259405924828
38404,03-25,,242.500000000000000,259.500000000000000,25,,17,PS,PAY STATION,240,-21,PAID,SW,INSVC,4437,16.966504765814314
38690,03-25,,198.500000000000000,206.500000000000000,-29,,8,CLR,CLEARANCE,,,NP,NE,INSVC,4438,7.984279839720440
38725,24-03,,54.500000000000000,55.500000000000000,25,,1,BA,BARRIER AREA,,,NS,NW,INSVC,31893,0.999443271549511
38740,03-25,,34.000000000000000,68.000000000000000,25,,34,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-01T,LOAD,SW,INSVC,4437,33.933052596408714
38758,24-03,,73.000000000000000,80.000000000000000,-25,,7,CLR,CLEARANCE,,,NP,SE,INSVC,31894,6.996102864780470
38774,03-25,,115.000000000000000,132.000000000000000,-29,,17,PS,PAY STATION,240,-06,PAID,NE,INSVC,4438,16.966547830627434
38837,03-25,,285.500000000000000,288.500000000000000,25,,3,CLR,CLEARANCE,,,NP,SW,INSVC,4437,2.994149607412496
38862,03-25,,273.500000000000000,277.000000000000000,-29,,4,CLR,CLEARANCE,,,NP,NE,INSVC,4438,3.493145833294804
